384plate	384well	96plate	96well	POOLID	siRNAIDs	OriginalGeneTarget	OriginalGeneIDTarget	OriginalRefSeqTarget	OriginalLocusLinkTarget	CalculatedGeneTarget	CalculatedGeneIDTarget	CalculatedRefSeqTarget	CalculatedRefSeqHits
6	E08	10	C04	M-009365-01	D-009365-02&D-009365-04&D-009365-05&D-009365-06	RASGRP2	10235	NM_005825	20149569	RASGRP2	10235	NM_153819+NM_001098670+NM_001098671	4+4+4
6	E09	9	C05	M-010555-00	D-010555-01&D-010555-02&D-010555-03&D-010555-04	WISP1	8840	NM_003882	18490998	WISP1	8840	NM_080838+NM_003882	4+4
6	E10	10	C05	M-013425-00	D-013425-01&D-013425-02&D-013425-03&D-013425-04	RASGRP4	115727	NM_052949	26051251	RASGRP4	115727	NM_170604	4
6	E11	9	C06	M-010554-01	D-010554-03&D-010554-04&D-010554-05&D-010554-06	WISP2	8839	NM_003881	18491001	WISP2	8839	NM_003881	4
6	E12	10	C06	M-009290-00	D-009290-01&D-009290-02&D-009290-03&D-009290-04	RFC1	5981	NM_002913	32528305	RFC1	5981	NM_002913	4
6	E13	9	C07	M-005067-00	D-005067-01&D-005067-02&D-005067-03&D-005067-04	XPA	7507	NM_000380	31543966	XPA	7507	NM_000380	4
6	E14	10	C07	M-019891-00	D-019891-01&D-019891-02&D-019891-03&D-019891-04	RIN1	9610	NM_004292	4759039	RIN1	9610	NM_004292	4
6	E15	9	C08	M-009394-01	D-009394-02&D-009394-03&D-009394-04&D-009394-05	XRCC1	7515	NM_006297	5454171	XRCC1	7515	NM_006297	4
6	E16	10	C08	M-012259-00	D-012259-01&D-012259-02&D-012259-03&D-012259-04	S100B	6285	NM_006272	5454033	S100B	6285	NM_006272	4
6	E17	9	C09	M-012200-00	D-012200-01&D-012200-02&D-012200-03&D-012200-04	YAP1	10413	NM_006106	20986484	YAP1	10413	NM_006106	4
6	E18	10	C09	M-011105-00	D-011105-01&D-011105-02&D-011105-03&D-011105-04	SAG	6295	NM_000541	10880124	SAG	6295	NM_000541	4
6	E19	9	C10	M-017302-00	D-017302-01&D-017302-02&D-017302-03&D-017302-04	YWHAE	7531	NM_006761	34304385	YWHAE&LOC440917&LOC646021&LOC649395&LOC649395&LOC646021	7531&LOC440917&646021&LOC649395&649395&LOC646021	NM_006761&XR_041290+XR_041289+XR_041291&XM_933339&XR_037228+XR_036985+XR_037273&XR_018650&XM_001715535+XM_001718652	4&3+3+2&1&1+1+1&1&1+1
6	E20	10	C10	M-008847-00	D-008847-01&D-008847-02&D-008847-03&D-008847-04	SERPINA1	5265	NM_000295	21361197	SERPINA1	5265	NM_001002235+NM_001002236+NM_000295	4+4+4
6	E21	9	C11	M-003332-01	D-003332-05&D-003332-06&D-003332-07&D-003332-08	YWHAZ	7534	NM_003406	21735623	YWHAZ	7534	NM_003406+NM_145690	4+4
6	E22	10	C11	M-011603-00	D-011603-01&D-011603-02&D-011603-03&D-011603-04	SERPINA6	866	NM_001756	4580418	SERPINA6	866	NM_001756	4
6	E23	9	C12	M-011797-00	D-011797-01&D-011797-02&D-011797-03&D-011797-04	ZAN	7455	NM_003386	16554448	ZAN	7455	NM_173059+NM_003386	4+4
6	E24	10	C12	M-012549-00	D-012549-01&D-012549-02&D-012549-03&D-012549-04	SERPINA7	6906	NM_000354	24475625	SERPINA7	6906	NM_000354	4
6	F01	11	C01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	F02	12	C01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	F03	11	C02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	F04	12	C02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	F05	11	C03	M-020319-00	D-020319-01&D-020319-02&D-020319-03&D-020319-04	CNOT3	4849	NM_014516	42544236	CNOT3	4849	NM_014516	4
6	F06	12	C03	M-010314-00	D-010314-01&D-010314-02&D-010314-03&D-010314-04	FOXJ1	2302	NM_001454	4557023	FOXJ1	2302	NM_001454	3
6	F07	11	C04	M-018791-00	D-018791-01&D-018791-02&D-018791-03&D-018791-04	CNOT8	9337	NM_004779	31542314	CNOT8	9337	NM_004779	4
6	F08	12	C04	M-008986-00	D-008986-01&D-008986-02&D-008986-03&D-008986-04	FOXL1	2300	NM_005250	22779859	FOXL1	2300	NM_005250	4
6	F09	11	C05	M-021441-00	D-021441-01&D-021441-02&D-021441-03&D-021441-04	COPEB	1316	NM_001300	37655156	KLF6	1316	NM_001300	4
6	F10	12	C05	M-009075-01	D-009075-01&D-009075-03&D-009075-04&D-009075-05	FOXL2	668	NM_023067	42716284	FOXL2	668	NM_023067	4
6	F11	11	C06	M-003619-00	NA	CREB1	NM_134442	1385	NA	NA	NA	NA	NA
6	F12	12	C06	M-009762-00	D-009762-01&D-009762-02&D-009762-03&D-009762-04	FOXM1	2305	NM_021953	11386144	FOXM1	2305	NM_202003+NM_202002+NM_021953	4+4+4
6	F13	11	C07	M-008436-00	D-008436-01&D-008436-02&D-008436-03&D-008436-04	CREB5	9586	NM_004904	4758499	CREB5	9586	NM_182899+NM_004904+NM_182898+NM_001011666	4+4+4+1
6	F14	12	C07	M-009733-00	D-009733-01&D-009733-02&D-009733-03&D-009733-04	FOXN1	8456	NM_003593	18201912	FOXN1	8456	NM_003593	4
6	F15	11	C08	M-011242-00	D-011242-01&D-011242-02&D-011242-03&D-011242-04	CREBL2	1389	NM_001310	21536277	CREBL2	1389	NM_001310	4
6	F16	12	C08	M-003006-01	D-003006-05&D-003006-06&D-003006-07&D-003006-08	FOXO1A	2308	NM_002015	9257221	FOXO1	2308	NM_002015	4
6	F17	11	C09	M-011534-00	D-011534-01&D-011534-02&D-011534-03&D-011534-04	CREG	8804	NM_003851	4503036	CREG1	8804	NM_003851	4
6	F18	12	C09	M-003007-01	D-003007-05&D-003007-06&D-003007-07&D-003007-08	FOXO3A	2309	NM_001455	4503738	FOXO3&LOC729288	2309&LOC729288	NM_001455+NM_201559&XR_042343+XR_042438	4+4&3+0
6	F19	11	C10	M-009528-00	D-009528-01&D-009528-02&D-009528-03&D-009528-04	CREM	1390	NM_001881	34335205	CREM	1390	NM_183013+NM_183012+NM_181571+NM_183060+NM_183011+NM_001881+NM_182769+NM_182771+NM_182770+NM_182772+NM_182718+NM_182721+NM_182725+NM_182722+NM_182724+NM_182723+NM_182853+NM_182717+NM_182720+NM_182850+NM_182719	4+4+4+4+4+4+3+3+3+3+0+0+0+0+0+0+0+0+0+0+0
6	F20	12	C10	M-004256-00	D-004256-01&D-004256-02&D-004256-03&D-004256-04	FOXP1	27086	NM_032682	19923670	FOXP1	27086	NM_032682+NM_001012505	4+0
6	F21	11	C11	M-011112-00	D-011112-01&D-011112-02&D-011112-03&D-011112-04	CRX	1406	NM_000554	38327638	CRX	1406	NM_000554	4
6	F22	12	C11	M-010359-01	D-010359-02&D-010359-03&D-010359-04&D-010359-05	FOXP2	93986	NM_014491	17017962	FOXP2	93986	NM_014491+NM_148899+NM_148898	4+4+4
6	F23	11	C12	M-015793-00	D-015793-01&D-015793-02&D-015793-03&D-015793-04	CSDA	8531	NM_003651	21359983	CSDA&LOC440359&LOC440359	8531&LOC440359&440359	NM_003651&XR_038481+XR_038446&XR_017458	4&2+0&2
6	F24	12	C12	M-009307-01	D-009307-02&D-009307-03&D-009307-04&D-009307-05	FOXP3	50943	NM_014009	31982942	FOXP3	50943	NM_014009	4
6	G01	9	D01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	G02	10	D01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	G03	9	D02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	G04	10	D02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	G05	9	D03	M-013938-00	D-013938-01&D-013938-02&D-013938-03&D-013938-04	ZF	58487	NM_021212	10864024	CREBZF	58487	NM_001039618	3
6	G06	10	D03	M-017707-00	D-017707-01&D-017707-02&D-017707-03&D-017707-04	SERPINB6	5269	NM_004568	41152085	SERPINB6	5269	NM_004568	4
6	G07	9	D04	M-015308-00	D-015308-01&D-015308-02&D-015308-03&D-015308-04	ZFP161	7541	NM_003409	19923241	ZFP161	7541	NM_003409	4
6	G08	10	D04	M-015400-00	D-015400-01&D-015400-02&D-015400-03&D-015400-04	SERPINB9	5272	NM_004155	34147494	SERPINB9	5272	NM_004155	4
6	G09	9	D05	M-007017-00	D-007017-01&D-007017-02&D-007017-03&D-007017-04	ZFP64	55734	NM_018197	8922626	ZFP64	55734	NM_199426+NM_018197+NM_022088+NM_199427	4+4+3+3
6	G10	10	D05	M-012535-00	D-012535-01&D-012535-02&D-012535-03&D-012535-04	SERPINC1	462	NM_000488	4502260	SERPINC1	462	NM_000488	4
6	G11	9	D06	M-012405-00	D-012405-01&D-012405-02&D-012405-03&D-012405-04	ZFPM2	23414	NM_012082	10862688	ZFPM2	23414	NM_012082	4
6	G12	10	D06	M-009540-00	D-009540-01&D-009540-02&D-009540-03&D-009540-04	SERPIND1	3053	NM_000185	7262380	SERPIND1	3053	NM_000185	3
6	G13	9	D07	M-017505-00	D-017505-01&D-017505-02&D-017505-03&D-017505-04	ZIC2	7546	NM_007129	22547196	ZIC2	7546	NM_007129	4
6	G14	10	D07	M-012737-00	D-012737-01&D-012737-02&D-012737-03&D-012737-04	SERPINE2	5270	NM_006216	34147323	SERPINE2	5270	NM_006216	4
6	G15	9	D08	M-011799-00	D-011799-01&D-011799-02&D-011799-03&D-011799-04	ZIC3	7547	NM_003413	22547199	ZIC3	7547	NM_003413	4
6	G16	10	D08	M-012564-00	D-012564-01&D-012564-02&D-012564-03&D-012564-04	SERPINF2	5345	NM_000934	11386142	SERPINF2	5345	NM_000934	4
6	G17	9	D09	M-006574-00	D-006574-01&D-006574-02&D-006574-03&D-006574-04	ZNF10	7556	NM_015394	38045950	ZNF10	7556	NM_015394	4
6	G18	10	D09	M-011230-00	D-011230-01&D-011230-02&D-011230-03&D-011230-04	SERPINH1	871	NM_001235	32454740	SERPINH1	871	NM_001235	4
6	G19	9	D10	M-019770-00	D-019770-01&D-019770-02&D-019770-03&D-019770-04	ZNF124	7678	NM_003431	42733607	ZNF124	7678	NM_003431	4
6	G20	10	D10	M-019586-00	D-019586-01&D-019586-02&D-019586-03&D-019586-04	SET	6418	NM_003011	4506890	SET&LOC389168&LOC389168&LOC646817&LOC646817	6418&LOC389168&389168&LOC646817&646817	NM_003011&XR_039278&XR_019471+XR_017613&XM_001721069&XM_937132+XM_929774	4&3&3+3&1&1+1
6	G21	9	D11	M-019625-00	D-019625-01&D-019625-02&D-019625-03&D-019625-04	ZNF146	7705	NM_007145	6005965	ZNF146	7705	NM_007145+NM_001099638+NM_001099639	4+4+4
6	G22	10	D11	M-005180-00	D-005180-01&D-005180-02&D-005180-03&D-005180-04	SFN	2810	NM_006142	30102938	SFN&YWHAQ	2810&10971	NM_006142&NM_006826	4&1
6	G23	9	D12	M-012659-00	D-012659-01&D-012659-02&D-012659-03&D-012659-04	ZNF151	7709	NM_003443	4507996	ZBTB17	7709	NM_003443	4
6	G24	10	D12	M-019714-00	D-019714-01&D-019714-02&D-019714-03&D-019714-04	SGNE1	6447	NM_003020	4506916	SCG5	6447	NM_003020	4
6	H01	11	D01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	H02	12	D01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	H03	11	D02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	H04	12	D02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	H05	11	D03	M-017332-00	D-017332-01&D-017332-02&D-017332-03&D-017332-04	CSEN	30818	NM_013434	27894379	KCNIP3	30818	NM_013434+NM_001034914	4+2
6	H06	12	D03	M-011662-00	D-011662-01&D-011662-02&D-011662-03&D-011662-04	GABPA	2551	NM_002040	34452720	GABPA&GABPAP	2551&8327	NM_002040&NR_002723	4&4
6	H07	11	D04	M-020165-01	D-020165-02&D-020165-03&D-020165-05&D-020165-06	CTCF	10664	NM_006565	5729789	CTCF	10664	NM_006565	4
6	H08	12	D04	M-009610-00	D-009610-01&D-009610-02&D-009610-03&D-009610-04	GATA1	2623	NM_002049	32483408	GATA1	2623	NM_002049	4
6	H09	11	D05	M-011635-00	D-011635-01&D-011635-02&D-011635-03&D-011635-04	CUTL1	1523	NM_001913	31652235	CUX1	1523	NM_181500+NM_181552+NM_001913	4+4+4
6	H10	12	D05	M-009024-00	D-009024-01&D-009024-02&D-009024-03&D-009024-04	GATA2	2624	NM_032638	31982886	GATA2	2624	NM_032638	4
6	H11	11	D06	M-017689-00	D-017689-01&D-017689-02&D-017689-03&D-017689-04	DBP	1628	NM_001352	31542492	DBP	1628	NM_001352	4
6	H12	12	D06	M-003781-01	D-003781-01&D-003781-03&D-003781-04&D-003781-05	GATA3	2625	NM_002051	50541957	GATA3	2625	NM_001002295+NM_002051	4+4
6	H13	11	D07	M-004819-01	D-004819-01&D-004819-02&D-004819-04&D-004819-05	DDIT3	1649	NM_004083	34147657	DDIT3	1649	NM_004083	4
6	H14	12	D07	M-008244-00	D-008244-01&D-008244-02&D-008244-03&D-008244-04	GATA4	2626	NM_002052	33188460	GATA4	2626	NM_002052	4
6	H15	11	D08	M-003881-01	D-003881-01&D-003881-03&D-003881-04&D-003881-05	DEK	7913	NM_003472	31542502	DEK	7913	NM_003472	4
6	H16	12	D08	M-010324-01	D-010324-01&D-010324-03&D-010324-04&D-010324-05	GATA5	140628	NM_080473	30061563	GATA5	140628	NM_080473	3
6	H17	11	D09	M-011846-00	D-011846-01&D-011846-02&D-011846-03&D-011846-04	DLX2	1746	NM_004405	6996003	DLX2	1746	NM_004405	3
6	H18	12	D09	M-020172-00	D-020172-01&D-020172-02&D-020172-03&D-020172-04	GBX2	2637	NM_001485	45593143	GBX2	2637	NM_001485	4
6	H19	11	D10	M-012030-00	D-012030-01&D-012030-02&D-012030-03&D-012030-04	DLX3	1747	NM_005220	38327640	DLX3	1747	NM_005220	4
6	H20	12	D10	M-011491-00	D-011491-01&D-011491-02&D-011491-03&D-011491-04	GCM1	8521	NM_003643	45269132	GCM1	8521	NM_003643	4
6	H21	11	D11	M-011640-00	D-011640-01&D-011640-02&D-011640-03&D-011640-04	DLX4	1748	NM_001934	20143959	DLX4	1748	NM_001934+NM_138281	4+4
6	H22	12	D11	M-019947-00	D-019947-01&D-019947-02&D-019947-03&D-019947-04	GFI1	2672	NM_005263	4885266	GFI1	2672	NM_005263	4
6	H23	11	D12	M-012031-00	D-012031-01&D-012031-02&D-012031-03&D-012031-04	DLX5	1749	NM_005221	41352719	DLX5	1749	NM_005221	4
6	H24	12	D12	M-019828-00	D-019828-01&D-019828-02&D-019828-03&D-019828-04	GFI1B	8328	NM_004188	40254479	GFI1B	8328	NM_004188	4
6	I01	9	E01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	I02	10	E01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	I03	9	E02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	I04	10	E02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	I05	9	E03	M-013706-00	D-013706-01&D-013706-02&D-013706-03&D-013706-04	ZNF160	90338	NM_033288	38788287	ZNF160	90338	NM_033288+NM_001102603+NM_198893	4+4+4
6	I06	10	E03	M-017524-00	D-017524-01&D-017524-02&D-017524-03&D-017524-04	SIPA1	6494	NM_006747	24497626	SIPA1	6494	NM_153253+NM_006747	4+4
6	I07	9	E04	M-021348-00	D-021348-01&D-021348-02&D-021348-03&D-021348-04	ZNF198	7750	NM_003453	37574604	ZMYM2	7750	NM_197968+NM_003453	4+4
6	I08	10	E04	M-005194-01	D-005194-01&D-005194-03&D-005194-04&D-005194-05	SOS1	6654	NM_005633	15529995	SOS1	6654	NM_005633	4
6	I09	9	E05	M-021469-00	D-021469-01&D-021469-02&D-021469-03&D-021469-04	ZNF200	7752	NM_003454	37675272	ZNF200	7752	NM_198087+NM_198088+NM_003454	4+4+4
6	I10	10	E05	M-013804-00	D-013804-01&D-013804-02&D-013804-03&D-013804-04	SPEC1	56882	NM_020239	12965169	CDC42SE1	56882	NM_020239+NM_001038707	4+4
6	I11	9	E06	M-012774-00	D-012774-01&D-012774-02&D-012774-03&D-012774-04	ZNF22	7570	NM_006963	42714595	ZNF22	7570	NM_006963	4
6	I12	10	E06	M-003029-02	D-003029-05&D-003029-06&D-003029-08&D-003029-09	TSC2	7249	NM_000548	10938006	TSC2	7249	NM_001077183+NM_000548	4+4
6	I13	9	E07	M-013539-00	D-013539-01&D-013539-02&D-013539-03&D-013539-04	ZNF278	23598	NM_014323	14670359	PATZ1	23598	NM_032051+NM_032050+NM_014323+NM_032052	4+4+4+4
6	I14	10	E07	M-005199-00	D-005199-01&D-005199-02&D-005199-03&D-005199-04	VAV2	7410	NM_003371	4507870	VAV2	7410	NM_003371	3
6	I15	9	E08	M-020972-00	D-020972-01&D-020972-02&D-020972-03&D-020972-04	ZNF325	51711	NM_016265	7706464	ZNF12	7559	NM_016265+NM_006956	4+3
6	I16	10	E08	M-006444-01	D-006444-02&D-006444-03&D-006444-05&D-006444-06	WASL	8976	NM_003941	33946268	WASL&MUC16	8976&94025	NM_003941&NM_024690	4&1
6	I17	9	E09	M-014928-00	D-014928-01&D-014928-02&D-014928-03&D-014928-04	ZNF347	84671	NM_032584	14211906	ZNF347	84671	NM_032584	4
6	I18	10	E09	M-020653-00	D-020653-01&D-020653-02&D-020653-03&D-020653-04	EIF2B2	8892	NM_014239	7657057	EIF2B2	8892	NM_014239	4
6	I19	9	E10	M-017515-00	D-017515-01&D-017515-02&D-017515-03&D-017515-04	ZNF384	171017	NM_133476	36054193	ZNF384	171017	NM_133476+NM_001039919+NM_001039916+NM_001039918+NM_001039917+NM_001039920	4+4+4+4+4+4
6	I20	10	E10	M-004158-01	D-004158-02&D-004158-03&D-004158-04&D-004158-05	GRLF1	2909	NM_024342	25121937	GRLF1	2909	NM_004491	4
6	I21	9	E11	M-019775-00	D-019775-01&D-019775-02&D-019775-03&D-019775-04	ZNF43	7594	NM_003423	4508026	ZNF43	7594	NM_003423	4
6	I22	10	E11	M-004308-01	D-004308-01&D-004308-02&D-004308-03&D-004308-05	PTTG1	9232	NM_004219	11038651	PTTG1&PTTG3	9232&26255	NM_004219&NR_002734	4&3
6	I23	9	E12	M-020998-00	D-020998-01&D-020998-02&D-020998-03&D-020998-04	ZNF44	51710	NM_016264	7706462	ZNF44	51710	NM_016264	4
6	I24	10	E12	M-006434-01	D-006434-01&D-006434-02&D-006434-05&D-006434-06	TWIST1	7291	NM_000474	17978464	TWIST1	7291	NM_000474	4
6	J01	11	E01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	J02	12	E01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	J03	11	E02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	J04	12	E02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	J05	11	E03	M-028911-00	D-028911-01&D-028911-02&D-028911-03&D-028911-04	DLX6	1750	XM_376652	42658054	DLX6	1750	NM_005222	4
6	J06	12	E03	M-003896-00	D-003896-01&D-003896-02&D-003896-03&D-003896-04	GLI	2735	NM_005269	4885278	GLI1	2735	NM_005269	4
6	J07	11	E04	M-012668-00	D-012668-01&D-012668-02&D-012668-03&D-012668-04	DMRT1	1761	NM_021951	11386172	DMRT1	1761	NM_021951	4
6	J08	12	E04	M-006468-01	D-006468-01&D-006468-02&D-006468-04&D-006468-05	GLI2	2736	NM_005270	13518226	GLI2	2736	NM_005270	4
6	J09	11	E05	M-015339-00	D-015339-01&D-015339-02&D-015339-03&D-015339-04	DMRT2	10655	NM_181872	32490573	DMRT2	10655	NM_006557+NM_181872	4+4
6	J10	12	E05	M-011043-00	D-011043-01&D-011043-02&D-011043-03&D-011043-04	GLI3	2737	NM_000168	13518031	GLI3	2737	NM_000168	4
6	J11	11	E06	M-031988-00	D-031988-01&D-031988-02&D-031988-03&D-031988-04	DMRT3	58524	NM_021240	30315650	DMRT3	58524	NM_021240	4
6	J12	12	E06	M-012284-01	D-012284-01&D-012284-02&D-012284-04&D-012284-05	GMEB1	10691	NM_006582	13435376	GMEB1	10691	NM_024482+NM_006582	4+4
6	J13	11	E07	M-003866-00	D-003866-01&D-003866-02&D-003866-03&D-003866-04	DMTF1	9988	NM_021145	10863946	DMTF1	9988	NM_021145	4
6	J14	12	E07	M-012044-00	D-012044-01&D-012044-02&D-012044-03&D-012044-04	GSCL	2928	NM_005315	4885362	GSC2	2928	NM_005315	4
6	J15	11	E08	M-009908-00	D-009908-01&D-009908-02&D-009908-03&D-009908-04	DR1	1810	NM_001938	4503380	DR1	1810	NM_001938	4
6	J16	12	E08	M-010910-00	D-010910-01&D-010910-02&D-010910-03&D-010910-04	GTF2A1	2957	NM_015859	42476103	GTF2A1	2957	NM_015859+NM_201595	4+4
6	J17	11	E09	M-012032-00	D-012032-01&D-012032-02&D-012032-03&D-012032-04	ARID3A	1820	NM_005224	4885192	ARID3A	1820	NM_005224	4
6	J18	12	E09	M-010922-00	D-010922-01&D-010922-02&D-010922-03&D-010922-04	GTF2A2	2958	NM_004492	4758485	GTF2A2	2958	NM_004492	4
6	J19	11	E10	M-019955-00	D-019955-01&D-019955-02&D-019955-03&D-019955-04	DUX1	26584	NM_012146	11120735	DUX1&DUX3	26584&26582	NM_012146&NM_012148	4&3
6	J20	12	E10	M-013638-00	D-013638-01&D-013638-02&D-013638-03&D-013638-04	GTF2I	2969	NM_001518	14670355	GTF2I&GTF2IP1&LOC100093631&LOC100134773&LOC100128294	2969&2970&100093631&LOC100134773&LOC100128294	NM_033000+NM_001518+NM_032999+NM_033001&NR_002206&NR_003580&XM_001714519&XM_001715435+XM_001715599	4+4+4+4&3&3&1&1+1
6	J21	11	E11	M-019945-00	D-019945-01&D-019945-02&D-019945-03&D-019945-04	DUX2	26583	NM_012147	21687002	NA	NA	NA	NA
6	J22	12	E11	M-013262-00	D-013262-01&D-013262-02&D-013262-03&D-013262-04	GTF2IRD1	9569	NM_005685	15011923	GTF2IRD1	9569	NM_005685+NM_016328	4+4
6	J23	11	E12	M-019906-00	D-019906-01&D-019906-02&D-019906-03&D-019906-04	DUX3	26582	NM_012148	6912343	DUX3&DUX1	26582&26584	NM_012148&NM_012146	4&3
6	J24	12	E12	M-012635-00	D-012635-01&D-012635-02&D-012635-03&D-012635-04	GTF3A	2971	NM_002097	4753158	GTF3A	GTF3A	XM_001717641+XM_001715623+XM_001716951	4+4+4
6	K01	9	F01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	K02	10	F01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	K03	9	F02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	K04	10	F02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	K05	9	F03	M-018540-00	D-018540-01&D-018540-02&D-018540-03&D-018540-04	ZNF482	10773	NM_006626	34222260	ZBTB6	10773	NM_006626	4
6	K06	10	F03	M-003935-01	D-003935-02&D-003935-03&D-003935-04&D-003935-05	VAV1	7409	NM_005428	7108366	VAV1	7409	NM_005428	4
6	K07	9	F04	M-031884-00	D-031884-01&D-031884-02&D-031884-03&D-031884-04	ZNF627	199692	NM_145295	42734386	ZNF627	199692	NM_145295	4
6	K08	10	F04	M-006914-00	D-006914-01&D-006914-02&D-006914-03&D-006914-04	ZFHX1B	9839	NM_014795	37693523	ZEB2	9839	NM_014795	4
6	K09	9	F05	M-006579-01	D-006579-01&D-006579-02&D-006579-04&D-006579-05	ZNF74	7625	NM_003426	4508030	ZNF74	7625	NM_003426+NR_003253	4+4
6	K10	10	F05	M-004373-01	D-004373-01&D-004373-02&D-004373-04&D-004373-05	AATF	26574	NM_012138	14670384	AATF	26574	NM_012138	4
6	K11	9	F06	M-015952-00	D-015952-01&D-015952-02&D-015952-03&D-015952-04	ZNF76	7629	NM_003427	34147656	ZNF76	7629	NM_003427	4
6	K12	10	F06	M-013683-00	D-013683-01&D-013683-02&D-013683-03&D-013683-04	ABT1	29777	NM_013375	17572813	ABT1	29777	NM_013375	4
6	K13	9	F07	M-019777-00	D-019777-01&D-019777-02&D-019777-03&D-019777-04	ZNF84	7637	NM_003428	4508036	ZNF84	7637	NM_003428	4
6	K14	10	F07	M-020276-00	D-020276-01&D-020276-02&D-020276-03&D-020276-04	AF5Q31	27125	NM_014423	7656878	AFF4	27125	NM_014423	4
6	K15	9	F08	M-019982-00	D-019982-01&D-019982-02&D-019982-03&D-019982-04	ZBTB33	10009	NM_006777	41152068	ZBTB33	10009	NM_006777	4
6	K16	10	F08	M-012305-00	D-012305-01&D-012305-02&D-012305-03&D-012305-04	ALF	11036	NM_006872	26787967	GTF2A1L&STON1-GTF2A1L	11036&286749	NM_172196+NM_006872&NM_172311	4+4&4
6	K17	9	F09	M-019092-00	D-019092-01&D-019092-02&D-019092-03&D-019092-04	ZNFN1A1	10320	NM_006060	31657112	IKZF1	10320	NM_006060	4
6	K18	10	F09	M-020156-00	D-020156-01&D-020156-02&D-020156-03&D-020156-04	ALX3	257	NM_006492	5729727	ALX3	257	NM_006492	4
6	K19	9	F10	M-006946-01	D-006946-01&D-006946-02&D-006946-03&D-006946-05	ZNFN1A2	22807	NM_016260	7705910	IKZF2	22807	NM_016260+NM_001079526	4+4
6	K20	10	F10	M-013992-00	D-013992-01&D-013992-02&D-013992-03&D-013992-04	ALX4	60529	NM_021926	11496266	ALX4	60529	NM_021926	3
6	K21	9	F11	M-003948-02	D-003948-02&D-003948-04&D-003948-05&D-003948-06	ZW10	9183	NM_004724	17136150	ZW10	9183	NM_004724	4
6	K22	10	F11	M-017255-00	D-017255-01&D-017255-02&D-017255-03&D-017255-04	ARX	170302	NM_139058	24497588	ARX	170302	NM_139058	4
6	K23	9	F12	M-016734-00	D-016734-01&D-016734-02&D-016734-03&D-016734-04	ZYX	7791	NM_003461	34147631	ZYX	7791	NM_001010972+NM_003461	4+4
6	K24	10	F12	M-008307-00	D-008307-01&D-008307-02&D-008307-03&D-008307-04	ASCL1	429	NM_004316	4757787	ASCL1	429	NM_004316	4
6	L01	11	F01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	L02	12	F01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	L03	11	F02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	L04	12	F02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	L05	11	F03	M-003259-01	D-003259-05&D-003259-06&D-003259-07&D-003259-08	E2F1	1869	NM_005225	12669910	E2F1	1869	NM_005225	4
6	L06	12	F03	M-020036-00	D-020036-01&D-020036-02&D-020036-03&D-020036-04	GTF3C3	9330	NM_012086	6912397	GTF3C3	9330	NM_012086	4
6	L07	11	F04	M-011847-00	D-011847-01&D-011847-02&D-011847-03&D-011847-04	E4F1	1877	NM_004424	10938012	E4F1	1877	NM_004424	4
6	L08	12	F04	M-009812-00	D-009812-01&D-009812-02&D-009812-03&D-009812-04	HAND1	9421	NM_004821	4758505	HAND1	9421	NM_004821	4
6	L09	11	F05	M-009697-01	D-009697-01&D-009697-03&D-009697-04&D-009697-05	EDF1	8721	NM_003792	24497592	EDF1	8721	NM_003792+NM_153200	4+4
6	L10	12	F05	M-020415-00	D-020415-01&D-020415-02&D-020415-03&D-020415-04	HCFC2	29915	NM_013320	7019404	HCFC2	29915	NM_013320	4
6	L11	11	F06	M-006526-01	D-006526-01&D-006526-02&D-006526-04&D-006526-05	EGR1	1958	NM_001964	31317226	EGR1	1958	NM_001964	4
